userId,unixTime,latitude,longitude,speed

hanFinal,1634528198000.0,-31.946745,115.8624783,0.0
hanFinal,1634528296000.0,-31.9466033,115.8622083,1.6543172597885132
hanFinal,1634528355335.0,-31.9467233,115.86274,0.0
hanFinal,1634528421559.0,-31.9468326,115.8624344,13.332879066467285
hanFinal,1634528481672.0,-31.9467141,115.8624497,0.1999594271183014
hanFinal,1634528549000.0,-31.9465267,115.8628633,0.0
hanFinal,1634528609956.0,-31.946891,115.8627558,0.0649268850684166
hanFinal,1634528681000.0,-31.946844,115.8623498,0.17421279847621918
hanFinal,1634528747000.0,-31.947059,115.8625573,1.8615957498550415
hanFinal,1634528809330.0,-31.9468098,115.862295,0.22135348618030548
hanFinal,1634528875000.0,-31.94429,115.86935,0.0
hanFinal,1634528941500.0,-31.9485869,115.8634728,0.0
hanFinal,1634529001696.0,-31.9501907,115.8619647,0.0
hanFinal,1634529081242.0,-31.9518651,115.8614583,0.0
hanFinal,1634529147000.0,-31.9511455,115.8610968,1.7151849269866943
hanFinal,1634529240000.0,-31.9522567,115.861775,0.0
hanFinal,1634529320880.0,-31.9522567,115.861775,0.0
hanFinal,1634529389042.0,-31.9528259,115.8580941,0.0
hanFinal,1634529511309.0,-31.9536905,115.8577232,0.0
hanFinal,1634529572881.0,-31.9535325,115.8577855,0.0
hanFinal,1634529633988.0,-31.9537994,115.8577575,1.1746013164520264
hanFinal,1634529703121.0,-31.9545665,115.8578715,0.0
hanFinal,1634529764000.0,-31.954775,115.85759,0.0
hanFinal,1634529828794.0,-31.9551566,115.8576982,0.0
hanFinal,1634529891578.0,-31.9555978,115.8579139,0.0
hanFinal,1634529953413.0,-31.9556719,115.8579218,0.0
hanFinal,1634530014722.0,-31.9556173,115.8579751,0.0
hanFinal,1634530076028.0,-31.9556221,115.8579296,0.0
hanFinal,1634530143128.0,-31.9556118,115.8579241,0.0
hanFinal,1634530205831.0,-31.9556293,115.8579369,0.0
hanFinal,1634530273142.0,-31.9556282,115.8579187,0.0
hanFinal,1634530334851.0,-31.9556374,115.8578905,0.0
hanFinal,1634530395736.0,-31.9556208,115.8579813,0.0
hanFinal,1634530457817.0,-31.9555751,115.857802,0.0
hanFinal,1634530518892.0,-31.9556328,115.8579354,0.0
hanFinal,1634530583000.0,-31.9526417,115.860185,0.0
hanFinal,1634530642802.0,-31.9547214,115.8577951,0.0
hanFinal,1634530764918.0,-31.9542754,115.8579457,0.0
hanFinal,1634530886745.0,-31.9543924,115.8577792,0.0
hanFinal,1634530952131.0,-31.9543859,115.857743,0.0
hanFinal,1634531013072.0,-31.9545545,115.8575271,0.0
hanFinal,1634531077282.0,-31.9544126,115.8577845,0.0
hanFinal,1634531141638.0,-31.9544079,115.857779,0.0
hanFinal,1634531264821.0,-31.9543751,115.8577082,0.0
hanFinal,1634531387890.0,-31.9544037,115.8577829,0.0
hanFinal,1634531448754.0,-31.9544043,115.8577536,0.0
hanFinal,1634531513998.0,-31.9543989,115.8577908,0.0
hanFinal,1634531574765.0,-31.9544064,115.8577803,0.0
hanFinal,1634531651745.0,-31.9543775,115.8576641,0.0
hanFinal,1634531725483.0,-31.954405,115.8577796,0.0
hanFinal,1634531808606.0,-31.954403,115.8577717,0.0
hanFinal,1634531872601.0,-31.9545628,115.8578556,0.0
hanFinal,1634531933832.0,-31.9546212,115.8578018,0.0
hanFinal,1634532022982.0,-31.9541006,115.8579991,0.0
hanFinal,1634532089066.0,-31.953667,115.857303,0.0
hanFinal,1634532154000.0,-31.9517367,115.8580717,0.0
hanFinal,1634532215131.0,-31.9517367,115.8580717,0.0
hanFinal,1634532277630.0,-31.9531962,115.8564306,0.0
hanFinal,1634532349173.0,-31.953086,115.8564788,0.0
hanFinal,1634532413328.0,-31.9531325,115.8564315,0.0
hanFinal,1634532476292.0,-31.9532484,115.8564119,0.0
hanFinal,1634532562292.0,-31.9535481,115.8568914,0.0
hanFinal,1634532640000.0,-31.9524033,115.85725,0.0
hanFinal,1634532715000.0,-31.9524183,115.8573133,0.0
hanFinal,1634532783760.0,-31.9521208,115.8609697,0.0
hanFinal,1634532850093.0,-31.9501918,115.8618192,0.0
hanFinal,1634532910932.0,-31.9498932,115.8623278,0.0
hanFinal,1634532990719.0,-31.9488599,115.8616785,0.0
hanFinal,1634533066000.0,-31.94663,115.8617367,1.9389586448669434
hanFinal,1634533127183.0,-31.9463322,115.8614395,0.0
hanFinal,1634533219258.0,-31.9463736,115.8612557,0.0
hanFinal,1634533280579.0,-31.9463641,115.861269,0.0
hanFinal,1634533398755.0,-31.9463739,115.861282,0.0
hanFinal,1634533464925.0,-31.946377,115.8612779,0.0
hanFinal,1634533525923.0,-31.9463711,115.8612852,0.0
hanFinal,1634533588879.0,-31.9463728,115.8612694,0.0
hanFinal,1634533649886.0,-31.9463667,115.8612821,0.0
hanFinal,1634533710960.0,-31.9463779,115.86129,0.0
hanFinal,1634533770963.0,-31.9463745,115.8613061,0.0
hanFinal,1634533832860.0,-31.9463824,115.8613097,0.0
hanFinal,1634533913858.0,-31.9463768,115.8613054,0.0
hanFinal,1634533973994.0,-31.9463697,115.8612929,0.0
hanFinal,1634534054773.0,-31.9463752,115.8612902,0.0
hanFinal,1634534135287.0,-31.9463794,115.8613057,0.0
hanFinal,1634534256911.0,-31.9463802,115.8612826,0.0
hanFinal,1634534339242.0,-31.9463852,115.8612971,0.0
hanFinal,1634534400750.0,-31.9463664,115.8612675,0.0
hanFinal,1634534481240.0,-31.9463791,115.8613033,0.0
hanFinal,1634534542704.0,-31.9463734,115.8612936,0.0
hanFinal,1634534622966.0,-31.9463724,115.861288,0.0
hanFinal,1634534683656.0,-31.9463813,115.8612938,0.0
hanFinal,1634534764161.0,-31.9463801,115.8612909,0.0
hanFinal,1634534825986.0,-31.9463677,115.8612745,0.0
